date;time;x;y;fx;fy
12/12/2022;11:13:45.414;120;-120;-55;90
12/12/2022;11:13:45.477;120;-120;-55;0
12/12/2022;11:13:45.539;120;-120;-55;0
12/12/2022;11:13:45.602;120;-120;-55;0
12/12/2022;11:13:45.664;120;-120;-34;0
12/12/2022;11:13:45.727;120;-120;-34;43
12/12/2022;11:13:45.789;120;-120;-34;43
12/12/2022;11:13:45.852;120;-120;-34;43
12/12/2022;11:13:45.914;120;-120;-34;43
12/12/2022;11:13:45.977;120;-120;-67;43
12/12/2022;11:13:46.039;120;-119;-67;175
12/12/2022;11:13:46.102;120;-116;-67;175
12/12/2022;11:13:46.164;120;-114;-67;175
12/12/2022;11:13:46.227;120;-109;-57;175
12/12/2022;11:13:46.289;120;-106;-57;175
12/12/2022;11:13:46.352;120;-103;-57;256
12/12/2022;11:13:46.414;120;-99;-57;256
12/12/2022;11:13:46.477;120;-89;-57;256
12/12/2022;11:13:46.539;120;-85;-49;256
12/12/2022;11:13:46.602;120;-80;-49;256
12/12/2022;11:13:46.664;120;-75;-49;283
12/12/2022;11:13:46.727;120;-68;-49;283
12/12/2022;11:13:46.789;120;-64;-49;283
12/12/2022;11:13:46.852;120;-61;-49;283
12/12/2022;11:13:46.914;120;-57;-61;283
12/12/2022;11:13:46.977;120;-50;-61;315
12/12/2022;11:13:47.039;120;-46;-61;315
12/12/2022;11:13:47.102;120;-42;-61;315
12/12/2022;11:13:47.164;120;-39;-61;315
12/12/2022;11:13:47.227;120;-31;-71;315
12/12/2022;11:13:47.289;120;-28;-71;239
12/12/2022;11:13:47.352;120;-24;-71;239
12/12/2022;11:13:47.414;120;-20;-71;239
12/12/2022;11:13:47.477;120;-13;-71;239
12/12/2022;11:13:47.539;120;-10;-71;239
12/12/2022;11:13:47.602;120;-6;-71;314
12/12/2022;11:13:47.664;120;-2;-71;314
12/12/2022;11:13:47.727;120;4;-71;314
12/12/2022;11:13:47.789;120;8;-66;314
12/12/2022;11:13:47.852;120;11;-66;314
12/12/2022;11:13:47.914;120;15;-66;317
12/12/2022;11:13:47.977;120;22;-66;317
12/12/2022;11:13:48.039;120;26;-66;317
12/12/2022;11:13:48.102;120;30;-66;317
12/12/2022;11:13:48.164;120;33;-66;317
12/12/2022;11:13:48.227;120;40;-66;233
12/12/2022;11:13:48.289;120;44;-66;233
12/12/2022;11:13:48.352;120;47;-66;233
12/12/2022;11:13:48.414;120;50;-79;233
12/12/2022;11:13:48.477;120;57;-79;184
12/12/2022;11:13:48.539;120;59;-79;184
12/12/2022;11:13:48.602;120;62;-79;184
12/12/2022;11:13:48.664;120;65;-79;184
12/12/2022;11:13:48.727;120;70;-91;184
12/12/2022;11:13:48.789;120;72;-91;192
12/12/2022;11:13:48.852;120;75;-91;192
12/12/2022;11:13:48.914;120;78;-91;192
12/12/2022;11:13:48.977;120;84;-91;192
12/12/2022;11:13:49.039;120;87;-87;192
12/12/2022;11:13:49.102;120;90;-87;192
12/12/2022;11:13:49.164;120;93;-87;192
12/12/2022;11:13:49.227;120;93;-87;94
12/12/2022;11:13:49.289;120;93;-87;94
12/12/2022;11:13:49.352;119;93;-114;94
12/12/2022;11:13:49.414;117;93;-114;94
12/12/2022;11:13:49.477;114;93;-114;0
12/12/2022;11:13:49.539;113;93;-114;0
12/12/2022;11:13:49.602;111;93;-114;0
12/12/2022;11:13:49.664;110;93;-110;0
12/12/2022;11:13:49.727;110;93;-110;0
12/12/2022;11:13:49.789;110;93;-110;55
12/12/2022;11:13:49.852;110;93;-110;55
12/12/2022;11:13:49.914;110;93;-110;55
12/12/2022;11:13:49.977;110;93;-44;55
12/12/2022;11:13:50.039;110;93;-44;55
12/12/2022;11:13:50.102;110;93;-44;27
12/12/2022;11:13:50.164;110;93;-44;27
12/12/2022;11:13:50.227;110;93;0;27
12/12/2022;11:13:50.290;110;93;0;27
12/12/2022;11:13:50.352;110;93;0;27
12/12/2022;11:13:50.414;110;93;0;0
12/12/2022;11:13:50.477;110;93;0;0
12/12/2022;11:13:50.539;110;93;0;-28
12/12/2022;11:13:50.602;110;93;0;-28
12/12/2022;11:13:50.664;110;93;0;-28
12/12/2022;11:13:50.727;110;93;0;-28
12/12/2022;11:13:50.789;110;93;0;-28
12/12/2022;11:13:50.852;110;93;-26;-51
12/12/2022;11:13:50.914;110;93;-26;-51
12/12/2022;11:13:50.977;110;93;-26;-51
12/12/2022;11:13:51.039;110;93;-26;-51
12/12/2022;11:13:51.102;110;93;-26;-51
12/12/2022;11:13:51.164;110;93;-26;-51
12/12/2022;11:13:51.227;107;91;-249;-183
12/12/2022;11:13:51.305;99;86;-249;-183
12/12/2022;11:13:51.368;95;83;-249;-183
12/12/2022;11:13:51.414;88;78;-249;-183
12/12/2022;11:13:51.477;84;75;-332;-217
12/12/2022;11:13:51.540;81;72;-332;-217
12/12/2022;11:13:51.602;77;69;-332;-217
12/12/2022;11:13:51.665;73;65;-332;-217
12/12/2022;11:13:51.727;66;59;-332;-217
12/12/2022;11:13:51.790;63;55;-383;-265
12/12/2022;11:13:51.852;59;52;-383;-265
12/12/2022;11:13:51.915;56;49;-383;-265
12/12/2022;11:13:51.977;49;42;-383;-265
12/12/2022;11:13:52.040;45;38;-383;-265
12/12/2022;11:13:52.102;42;35;-398;-263
12/12/2022;11:13:52.165;38;32;-398;-263
12/12/2022;11:13:52.227;31;25;-398;-263
12/12/2022;11:13:52.290;28;21;-398;-263
12/12/2022;11:13:52.352;24;18;-398;-263
12/12/2022;11:13:52.415;21;15;-395;-254
12/12/2022;11:13:52.477;17;11;-395;-254
12/12/2022;11:13:52.540;10;5;-395;-254
12/12/2022;11:13:52.602;7;1;-395;-254
12/12/2022;11:13:52.665;3;-1;-395;-254
12/12/2022;11:13:52.727;-3;-8;-381;-264
12/12/2022;11:13:52.790;-6;-11;-381;-264
